entity_type,primary_id,name_or_price,rating_or_status,rel_id_or_email,rel_name_or_type,details,location_id,country,city,address
REVIEW,aa588bb8-9bb2-4cf0-bca1-6ee589d5c2ac,47db2537-24c3-4e1c-9173-6325112b5cee,c074175f-4711-452f-8c21-fca838e38a83,3,Position other yard recognize wear.,,,,,
ROOM,de39db25-edf0-47f7-ab7f-00ed0bb74ff9,d4f9c25c-e75b-4931-b5c3-2401a6fe542f,312.01,True,standard,False,,,,
ROOM,50ecf3a3-c4c9-48a8-8b9b-c992233e15a7,696bfc9b-b7eb-48a9-9676-18612d899369,241.23,False,standard,False,,,,
ROOM,1c00fe41-bada-466c-a773-364c46af7b63,28a9ea6c-73f6-4fe2-b4a4-b35647cf3378,67.18,False,standard,False,,,,
REVIEW,29caa268-3fc5-47d7-9983-717cc57be053,d4f9c25c-e75b-4931-b5c3-2401a6fe542f,0cc30598-4797-4b60-8d43-5c07190ddf87,6,Born me put space.,,,,,
ROOM,9c01a51e-a71b-446d-bed5-b5dd9bc86dff,721e2ea2-46b6-4b05-92c1-7b53e2d55b3a,164.6,True,suite,1,,,,
REVIEW,0cc03165-105c-40e9-aeda-7333f4a3ce36,30cb220e-160f-4140-b176-21438bfa7c6b,c031534c-7ae9-4360-b2d5-b5fb7ada6bbf,6,Course ask challenge attack.,,,,,
ROOM,bb9e7e77-92f2-4154-9b42-3f93d76f297b,30cb220e-160f-4140-b176-21438bfa7c6b,200.49,False,standard,True,,,,
REVIEW,6f4370c3-a83a-46f2-9a6c-0b15b898a028,bf960e03-1f8e-423e-b394-3f388b65e47c,4a7dd594-4d2e-444b-ba0e-e653b3c6aa93,9,Decision task agreement wish want time.,,,,,
REVIEW,9f62c913-effa-4482-87be-99d5ac692ad8,04bdca57-fa46-4677-99ae-25ebc598ee61,1cf61e6c-52d6-43e9-a1a1-11c4fd3b535d,9,Field interview measure fast tonight model police energy.,,,,,
REVIEW,933b1174-50bc-45c1-9181-e4f03c161f64,55eb494b-b7b4-4933-8928-83b3b8e0a530,ab9cf205-2496-4cb4-8dc9-12b08e9b4fd9,7,Phone decision computer draw modern part.,,,,,
ROOM,ba0433a2-aa81-47ea-86ab-e59901216646,8a09661b-713d-43a5-b710-6184a49a7309,249.51,True,standard,True,,,,
REVIEW,e26200ed-1d38-451d-a0cc-8bd0303f66d6,bb3fa004-13ed-444e-a1c9-d5b4a2340969,95c60510-92ab-4f27-898d-abea908755fa,4,Consumer write performance.,,,,,
REVIEW,38d36886-4718-48e6-b7cd-e3dfe2549daf,3540c3b8-cd3a-4e4b-8679-59d61d68bf86,e8eac1cd-28dc-4c82-842e-61cb40175d29,1,Food imagine drop accept institution foreign.,,,,,
REVIEW,eb67116c-55d5-462c-8fb8-7f9ac51f1411,b0483606-178c-4c55-8e89-e1f7966895fc,c8a15fbf-9971-4667-b1eb-8b88b7804417,6,Citizen article they author determine number great.,,,,,
REVIEW,84bef3b5-0117-427c-bdc4-219e44a76d8b,772cc327-74cb-451e-9965-d6d294183b6e,c031534c-7ae9-4360-b2d5-b5fb7ada6bbf,2,Dream then amount talk part.,,,,,
REVIEW,db6d4863-57e2-4f69-af40-66bfc245df9e,001f3fe1-925b-410a-b49d-3d25578991f4,c031534c-7ae9-4360-b2d5-b5fb7ada6bbf,3,Fund garden home team market.,,,,,
ROOM,0eff0858-a39a-4fa3-a550-ff49d1412390,b8a09bc3-4b12-4e12-9992-e699c87d110b,138.06,True,standard,True,,,,
REVIEW,0a246b8a-5d74-42a0-9ec3-09c2e6508c54,e199a6f4-f814-41ad-bd98-64917b623b24,c031534c-7ae9-4360-b2d5-b5fb7ada6bbf,6,Successful main against he spring huge accept budget.,,,,,
ROOM,f092bc57-b239-4e5b-805b-55026bf8d15c,e199a6f4-f814-41ad-bd98-64917b623b24,253.51,False,suite,2,,,,
REVIEW,c1ae56fc-a98e-4a39-950e-4fd76e398219,730d4fe6-26dd-43d4-9e72-6b54c0d57a3d,7e0fe545-1416-4b99-b76a-ddb90590e99d,1,Message foot wait nature.,,,,,
ROOM,719f2e93-68fb-496e-b882-527730a16380,2dbb84c3-2c22-4ec2-bb1b-8db757356f78,387.4,False,suite,1,,,,
ROOM,52b9ed40-4a8e-4f7a-8880-464727e48e74,47db2537-24c3-4e1c-9173-6325112b5cee,145.01,True,standard,True,,,,
REVIEW,a1672dda-482b-4a22-88c3-75ecaef5d544,b8a09bc3-4b12-4e12-9992-e699c87d110b,b098681b-cb94-4aa9-9952-142e950e0c75,1,Near door me new range protect then.,,,,,
REVIEW,597a99f3-9be4-4c4f-8a30-6be1910108ac,4d0fd465-6c58-4c7f-9903-f0a8e196b136,c041fa92-d7f8-4149-890c-53e518c3e3a1,7,Myself improve special guess card.,,,,,
REVIEW,6593517a-2f71-42ca-a4f7-f3f197d620d0,a6265735-732d-4fd9-9c94-d817d2b06210,b5d1f46a-f8a3-46b8-9822-7a5987b335fb,7,Us fine exist.,,,,,
ROOM,498fa794-612f-44a0-b3d0-cbfa4bc26a49,4d0fd465-6c58-4c7f-9903-f0a8e196b136,353.46,False,standard,False,,,,
REVIEW,40af86d3-21c6-40b9-8ac5-68d9c7c380db,136d03f6-720d-4626-b719-fe491c36fc51,d2280fbe-a762-442d-8305-20638b284e58,10,Smile late how civil rate instead memory.,,,,,
ROOM,675da498-f50a-4d84-91d4-4355751c3805,a6265735-732d-4fd9-9c94-d817d2b06210,308.95,True,standard,False,,,,
ROOM,75c1d80f-b1d6-4bcb-a1d3-25008aa19042,5b7d5225-7f7f-4380-99b4-519e69c49842,245.65,False,suite,1,,,,
ROOM,5409de86-a8e9-46e3-808f-b7bc0f69da2c,e408fd0d-9451-41c4-944e-2a411251f244,244.18,False,standard,True,,,,
ROOM,4efdfe8a-4e2a-4fe7-9545-53c5f9487044,2d46d26e-7db1-46e3-93e9-c933d93ee6db,214.25,False,standard,True,,,,
ROOM,971abb17-cd66-40d4-a877-fbd45f7bd021,38ef4161-114f-44fb-8e3d-4087ee3cf458,159.48,True,standard,False,,,,
ROOM,3835bba0-6876-4a8e-a1ab-1e1c33a6a68e,f9d07f01-3661-4f99-8033-ac9dcc1093c8,124.17,False,suite,3,,,,
REVIEW,b5202ce3-5e24-45ff-bfc0-7978038a5cbb,b1501e84-e2d4-44c5-932f-6ebffca58951,032af2f0-145a-4045-bc30-1c42b7411e1f,9,Small boy action agree rate lead.,,,,,
REVIEW,ce715222-8658-4f5a-96c6-af68e12bc335,b8a09bc3-4b12-4e12-9992-e699c87d110b,b1852920-1cd9-4191-bc57-962927fb4e32,9,Strategy all bill he sell.,,,,,
REVIEW,7fc0bec3-2816-45fe-bff5-ddd69474c7ee,721e2ea2-46b6-4b05-92c1-7b53e2d55b3a,3cc25cb0-0b88-47fb-bb96-9269ad6187a3,2,Model Mrs look space organization world least.,,,,,
ROOM,4cca1b49-ec4c-4461-a36e-878b91305bc7,47db2537-24c3-4e1c-9173-6325112b5cee,423.71,True,suite,3,,,,
REVIEW,671b40ad-b95c-4cea-be29-82284369f479,55eb494b-b7b4-4933-8928-83b3b8e0a530,712dd4f6-14e9-4062-9e86-6ff22b83021d,6,Area career truth good.,,,,,
ROOM,c3e66ab3-0905-463b-b844-c11faa08b3a0,001f3fe1-925b-410a-b49d-3d25578991f4,281.85,False,standard,False,,,,
ROOM,a7c3001c-f1b6-4f4f-9025-f89cc1510104,d4f9c25c-e75b-4931-b5c3-2401a6fe542f,472.63,False,suite,1,,,,
REVIEW,dc8e69c3-15a6-429e-bf0e-3c98acbc5425,bf960e03-1f8e-423e-b394-3f388b65e47c,e1907583-56f9-4f55-a38b-7fa4939b2131,7,Check crime four whom arm two how.,,,,,
REVIEW,f79cffd4-836e-4959-9fea-865e22960f8d,8a1cb7e3-94dd-4760-b0d7-3de88287fafe,b17845b2-c266-4daa-84b7-483d4573f6c3,6,Television meet put themselves nice model prevent.,,,,,
ROOM,0c32ad74-da97-45b5-bdcb-01fb2795081b,3d6e7fb5-e727-4d8a-a19b-30da6102d22d,374.23,False,suite,4,,,,
ROOM,a8191bf9-98b0-44f4-8f41-6d8c220ad632,8607824c-f458-4d01-9c6d-9fbc2b7c453d,333.18,True,suite,4,,,,
ROOM,89a6b631-cc22-4333-895e-c35420930a60,469170ab-21de-4d48-93bd-3555198c1612,297.44,False,standard,True,,,,
ROOM,1677255b-80fd-4972-ac78-6664a48cbf4c,38ef4161-114f-44fb-8e3d-4087ee3cf458,224.88,True,standard,True,,,,
REVIEW,7013edbe-e3c4-4153-bd39-75f93b046ac1,8607824c-f458-4d01-9c6d-9fbc2b7c453d,eeb8287d-ee51-4453-b421-261c0537fd01,7,Kitchen remember like friend rich information protect.,,,,,
ROOM,1b2a4f79-9c35-4724-8630-4a2d5ea2fa86,2d46d26e-7db1-46e3-93e9-c933d93ee6db,494.75,True,suite,4,,,,
ROOM,1dbc4dfe-5132-4d74-a303-5b5eafbab6ee,5b7d5225-7f7f-4380-99b4-519e69c49842,484.6,True,suite,3,,,,
REVIEW,972ab9ab-3f3e-49f4-926e-d566712642a2,2109551e-2f48-4e9c-9853-8060b7d84f64,3cc25cb0-0b88-47fb-bb96-9269ad6187a3,8,Level seven entire fight common process black deep.,,,,,
REVIEW,63e6e85d-8997-4d34-a623-c511f305ebe3,b1501e84-e2d4-44c5-932f-6ebffca58951,3848a1e8-3952-44a4-9357-4a8bcb8046ca,2,Second rate while do bag.,,,,,
ROOM,7572664a-040a-41ee-91d6-290039e58e49,136d03f6-720d-4626-b719-fe491c36fc51,154.95,True,standard,False,,,,
REVIEW,abdbe0fe-3b4f-4993-8bd8-1e5d36abae70,e746ad54-d829-49d4-8b97-dbf998b18f8a,767c2214-2fd0-463b-b614-5f2c85c8b851,9,Name money model small who.,,,,,
REVIEW,34270da8-e22e-4a9e-8a5c-3b8aea16d79b,5aa812d2-d8d1-47e8-839c-93fac5e4cbd0,b5d1f46a-f8a3-46b8-9822-7a5987b335fb,10,Assume education single join along seem end mission.,,,,,
REVIEW,9343d28f-03fe-4151-a4d4-9de314d220bb,4d0fd465-6c58-4c7f-9903-f0a8e196b136,4ef68d9e-a71f-489d-9024-0f3c61b3083a,4,Civil light continue key.,,,,,
REVIEW,24196827-8f2d-4ff2-898e-92dedb209791,8a1cb7e3-94dd-4760-b0d7-3de88287fafe,5b5a12be-9a40-43c8-9748-699639ea44eb,5,Car rate let.,,,,,
REVIEW,6b129a9a-bac7-4ccd-a203-0cbfd26fdb32,f37e8f7b-651e-4b7a-b7d3-9996de74b552,6c93eacb-61cd-4fbe-abe2-7adc2af1ce9d,9,Want friend fast both deep five end.,,,,,
ROOM,1c82ea2f-4beb-4088-93a2-8aa5b2beb9f8,850ffbb1-84a3-4b97-8509-ce449f3f5601,485.73,True,standard,False,,,,
REVIEW,8b6942d4-7a47-4b47-a101-aba96da89095,e408fd0d-9451-41c4-944e-2a411251f244,efe4e9ca-1252-4bcb-a881-e5c83ece33e8,2,Development find participant southern international wear skin.,,,,,
REVIEW,9792a731-1198-417c-9482-0e7edf7e43c1,2109551e-2f48-4e9c-9853-8060b7d84f64,17280dde-6286-427b-b1b5-6b85d7af4c57,4,Interest total rise probably city kid four.,,,,,
REVIEW,6384e2de-2e28-46c9-b4ff-87877f101cfd,d75b3055-c06c-4229-b9f4-ad66c41a6871,4f6c56d0-a342-4d8d-8e7b-20b763c89b56,3,Same government reveal total commercial.,,,,,
ROOM,d37ba6e6-2bb9-40b2-b672-55f382a0b481,8af3a8fe-5366-4e32-817d-5d9f93670bc6,149.5,False,standard,True,,,,
REVIEW,5db3774b-dbb4-45dc-8c93-a60b2c90fa9a,b0483606-178c-4c55-8e89-e1f7966895fc,841ddea3-e80e-4b49-bfa2-7b6df7d04b37,1,Shoulder moment traditional data.,,,,,
REVIEW,4230424c-f13b-46cb-a246-b81a9d08ccaa,8a09661b-713d-43a5-b710-6184a49a7309,d8c271b8-803c-4da6-89e8-b8c22102af5d,4,Tax suffer try only skin ready.,,,,,
REVIEW,bc653b3a-9795-4b7e-a6c2-a16fa3d252ae,47db2537-24c3-4e1c-9173-6325112b5cee,86601d2a-5f4d-451b-86b0-9f8a500d6016,5,Science nature least action.,,,,,
REVIEW,950bf56d-beb2-41d4-b119-38fae7d6853e,09353088-ef0b-4efe-b93f-094ac94c61b8,d8841b85-8d60-4793-a714-0f87d2f1430a,6,Guy game early statement.,,,,,
ROOM,0ce618b4-e110-4231-9121-91b1a065dc97,47db2537-24c3-4e1c-9173-6325112b5cee,83.82,True,suite,3,,,,
REVIEW,f94ba58d-e2e0-4c7b-80f7-40234439de3a,730d4fe6-26dd-43d4-9e72-6b54c0d57a3d,ad4b6052-9421-4833-b983-4c87db354639,10,Over service most still song player spring.,,,,,
REVIEW,9e9ada96-fcdb-4535-9a5f-d6c72443cfa8,2d46d26e-7db1-46e3-93e9-c933d93ee6db,99cf7459-1f5b-4ba2-b9e0-6b785476bcfe,2,Miss peace discussion husband operation.,,,,,
REVIEW,61dc787c-ab6f-403b-949a-cd316e9dc3cb,bb3fa004-13ed-444e-a1c9-d5b4a2340969,dbfa956b-02e7-416c-be8c-9b13aec4df86,8,Particularly agent political huge organization protect parent.,,,,,
REVIEW,abf7b925-0be3-4929-af63-cc5f5c9a4c0e,8a1cb7e3-94dd-4760-b0d7-3de88287fafe,6c93eacb-61cd-4fbe-abe2-7adc2af1ce9d,7,Effect hot suffer small left trial staff.,,,,,
ROOM,7c40a33f-cecb-48db-bd12-6e1f096048ab,001f3fe1-925b-410a-b49d-3d25578991f4,290.3,False,suite,1,,,,
REVIEW,b47e174c-8de6-4a60-a980-c522a472b80b,fb142506-ddf6-4c6f-a552-3bad44dee9ac,26a67faa-d5c8-4b4c-b196-621bf375c99e,9,Mother agreement challenge whose.,,,,,
REVIEW,9ff453fd-bb6a-4c92-a80e-b654a60760bd,8a1cb7e3-94dd-4760-b0d7-3de88287fafe,8e63275d-1631-4125-b086-d6a246cb12a1,3,Prevent each fall along statement.,,,,,
ROOM,99ac727d-1cbf-48dd-8595-ba8859960008,bb3fa004-13ed-444e-a1c9-d5b4a2340969,64.59,True,standard,True,,,,
ROOM,1835b410-9323-4eb4-b5e8-279e83c0023b,30cb220e-160f-4140-b176-21438bfa7c6b,404.26,False,standard,False,,,,
REVIEW,5c776218-1451-451c-8fef-ba81d32d80b2,5b7d5225-7f7f-4380-99b4-519e69c49842,63eb6fd8-fbbb-4380-bab3-a7835b7e8610,1,Force onto write.,,,,,
ROOM,ad18e8d4-17f1-4402-97c0-4146b875cd78,8a1cb7e3-94dd-4760-b0d7-3de88287fafe,326.36,False,suite,4,,,,
REVIEW,14284ad4-01ae-4184-a26f-f5c039a51508,d75b3055-c06c-4229-b9f4-ad66c41a6871,c031534c-7ae9-4360-b2d5-b5fb7ada6bbf,7,Protect success they animal mention where financial.,,,,,
ROOM,1e578695-9322-4756-b070-20e2aeb6c30e,bf960e03-1f8e-423e-b394-3f388b65e47c,442.04,False,standard,True,,,,
REVIEW,3158b993-e216-4939-bf8e-9f4d9c4f603f,e408fd0d-9451-41c4-944e-2a411251f244,effcef61-f9b3-4679-9614-9d17d04c0c72,1,Life soon physical state cut series.,,,,,
REVIEW,2c41724d-fa68-4612-bf2f-5a3d94527574,30cb220e-160f-4140-b176-21438bfa7c6b,7896d625-c557-4960-9902-9f95d6fee876,6,Six interesting raise body use break.,,,,,
REVIEW,5f9f2886-c481-49f2-b7e8-ad8fa0eee50c,a6265735-732d-4fd9-9c94-d817d2b06210,6de96d57-b8d6-46c0-bf3a-ee7a0c605785,7,Professional animal wrong nation find different near.,,,,,
REVIEW,7ea7abda-a69e-401e-96d7-be3960ccd5ac,38ef4161-114f-44fb-8e3d-4087ee3cf458,7ce8da32-9aa3-469c-8b67-8544edfd19a1,5,Beyond energy already few current rather kitchen.,,,,,
ROOM,59702a49-2032-4df9-a9ec-0baf8f9c9812,8a09661b-713d-43a5-b710-6184a49a7309,487.24,False,standard,False,,,,
ROOM,9858b737-fd7c-4a08-a1f4-8d587065b47e,f9d07f01-3661-4f99-8033-ac9dcc1093c8,269.76,True,suite,2,,,,
REVIEW,abeea9c2-26ea-4239-94c1-7139d5225cad,47db2537-24c3-4e1c-9173-6325112b5cee,fad319f4-5b09-4dbb-a4af-7b7b590953d5,9,National one onto television wait leave size.,,,,,
ROOM,0dff94d3-0dac-4c15-b9da-3822b2cf8138,38ef4161-114f-44fb-8e3d-4087ee3cf458,337.84,False,standard,False,,,,
ROOM,29c21162-7b0d-4ce2-a60d-3f94e6578ca7,001f3fe1-925b-410a-b49d-3d25578991f4,228.44,False,suite,1,,,,
ROOM,3049fa3e-528f-42c7-ad82-85a9eddbfca2,3cfbe646-d137-4cc4-b4e8-2d986826fe70,223.77,True,standard,True,,,,
ROOM,f16254f8-7fbe-469d-bd49-0806f800160e,214481ef-fc95-4546-926c-c54e86545231,240.67,True,suite,4,,,,
ROOM,c57ed055-ca67-4c98-be52-6999f0864df3,823b2afa-127d-4c5e-b666-3c5ab8642aa6,372.39,False,suite,2,,,,
REVIEW,6ea36059-3ae8-458d-b261-f4757bd79f6a,730d4fe6-26dd-43d4-9e72-6b54c0d57a3d,ee0f5a32-d651-4d92-b101-29e290de98c6,8,Say order body officer daughter.,,,,,
REVIEW,fdfc142e-f520-4e7a-9841-e357d8fbbf27,e408fd0d-9451-41c4-944e-2a411251f244,40ee9b0e-1aca-497a-aa6a-c799ad9a2e31,6,Us writer worker help face bar a.,,,,,
ROOM,efd42725-8009-486e-95d6-11300528a7b9,772cc327-74cb-451e-9965-d6d294183b6e,113.33,False,standard,False,,,,
ROOM,fe2f6ff3-b3d8-4a01-80cb-ebda11a1b237,d75b3055-c06c-4229-b9f4-ad66c41a6871,143.38,True,suite,1,,,,
ROOM,dda6544e-c530-45fb-922a-0698673da959,8a09661b-713d-43a5-b710-6184a49a7309,365.92,False,suite,3,,,,
REVIEW,b35ff096-cc2f-454b-9f8c-fa40e54bae33,8af3a8fe-5366-4e32-817d-5d9f93670bc6,e24b0754-a9d7-46dd-8565-b5cd1d87bbc7,5,Challenge century game.,,,,,
REVIEW,358415fb-1f61-41f4-892c-bc7ed12bb6c2,850ffbb1-84a3-4b97-8509-ce449f3f5601,3848a1e8-3952-44a4-9357-4a8bcb8046ca,6,Letter sense think those he girl.,,,,,
REVIEW,0fc4f449-289b-41ba-847b-45def9d7f4ba,dc8bb15a-89c7-4c86-8d50-347366cb94ec,f99f8382-c5d5-415d-a9d2-206c8022f8ec,6,Long shake avoid care.,,,,,
ROOM,90c4c77e-c7c1-4f91-8fae-ad4d7ae58de5,4f645598-a2ae-43b9-890d-3f0a084fb2ab,302.43,True,suite,2,,,,
REVIEW,d830bfc8-ef6f-4b68-82dc-45b903ab63fe,03f55876-bbed-4b71-ad9d-7917bdeefc3f,35cae9fe-77b4-4aa1-8fb9-0dba4d0b5206,9,Computer case nature machine trouble however.,,,,,
ROOM,f403e62e-831d-4580-acf7-9edcb96e8788,d4f9c25c-e75b-4931-b5c3-2401a6fe542f,275.33,False,suite,1,,,,
REVIEW,15836302-dc78-4f78-81ff-eb95229e7b13,38ef4161-114f-44fb-8e3d-4087ee3cf458,b813da06-eeab-4943-b34d-58f2e142ece2,5,To hotel receive society law.,,,,,
ROOM,2d3b6e32-c22e-49d4-bb80-a8c0fbcda74b,38ef4161-114f-44fb-8e3d-4087ee3cf458,381.19,False,suite,3,,,,
REVIEW,173c6a6c-7ee1-48f8-9c4f-428ffcc64c3e,8a09661b-713d-43a5-b710-6184a49a7309,beb514e5-8b2b-426c-b8bc-1af8f0f1044b,7,Check those lead probably.,,,,,
ROOM,ba7fa0ce-4cdb-4213-8729-d2ddd08574f2,2d46d26e-7db1-46e3-93e9-c933d93ee6db,494.12,True,suite,3,,,,
ROOM,9c0fe3c1-df68-4856-9c5e-17b063c6921a,2dbb84c3-2c22-4ec2-bb1b-8db757356f78,424.96,False,suite,4,,,,
ROOM,833d4b23-f816-4e0a-b07a-8cfcd517ab61,bb3fa004-13ed-444e-a1c9-d5b4a2340969,71.29,True,suite,3,,,,
REVIEW,1687bef2-ef1c-4ff2-b2e5-bfcc61a6f181,d75b3055-c06c-4229-b9f4-ad66c41a6871,55104a87-642c-42b2-af56-bfe6c6e7ea24,10,East level difference.,,,,,
ROOM,1262eb5f-f578-4a63-be0d-62c98b2d4102,30cb220e-160f-4140-b176-21438bfa7c6b,227.06,False,suite,3,,,,
ROOM,237a1e8d-661d-48a8-988e-44d10d7cc433,55eb494b-b7b4-4933-8928-83b3b8e0a530,448.5,True,standard,False,,,,
ROOM,4bb5d8b3-1707-4373-9b39-42294d46ceeb,bf960e03-1f8e-423e-b394-3f388b65e47c,346.48,True,suite,3,,,,
ROOM,6e8ab7d8-6530-4643-9d90-9403937e2fc3,8607824c-f458-4d01-9c6d-9fbc2b7c453d,178.56,True,suite,3,,,,
ROOM,d8f23e83-433c-4773-9859-9748519a77fc,8a09661b-713d-43a5-b710-6184a49a7309,58.86,False,standard,True,,,,
ROOM,fde8fbce-7bce-4c4a-b868-fb1c981df4ef,03f55876-bbed-4b71-ad9d-7917bdeefc3f,123.95,True,standard,False,,,,
ROOM,ea21982f-11a0-447d-b4a5-3f516c40a9a6,e8479b52-9193-45e3-98cf-cb770b7d7d0a,386.6,True,suite,3,,,,
ROOM,9143e351-b4c6-4c89-89b7-54e74c3a203c,28a9ea6c-73f6-4fe2-b4a4-b35647cf3378,384.81,True,standard,False,,,,
ROOM,3a573efb-a5bb-4b8e-b315-e9d17ccc07bf,a6265735-732d-4fd9-9c94-d817d2b06210,453.64,False,standard,False,,,,
ROOM,4e9c42fa-854b-47c9-a2fd-78b8434d6230,b0483606-178c-4c55-8e89-e1f7966895fc,450.96,False,standard,True,,,,
REVIEW,92358daa-a360-478f-9799-7a4afe4ce198,5b7d5225-7f7f-4380-99b4-519e69c49842,6f7e5933-3d68-4f45-a1b9-d01af6777651,5,Brother throughout himself say least lawyer continue especially.,,,,,
ROOM,a175aac0-1ad8-44ed-885a-fc291e2f3582,03f55876-bbed-4b71-ad9d-7917bdeefc3f,394.42,False,suite,3,,,,
REVIEW,c7df0799-d57c-4981-9b2a-cd3bdbfed673,8a09661b-713d-43a5-b710-6184a49a7309,6cbf9fea-7177-47e6-b028-c69a1e96de43,9,It person enough election eight.,,,,,
REVIEW,f7bc14d0-4986-47e6-9044-bea88bc69efb,76879929-9502-4f66-ba64-399162f18b62,b0e96533-fac3-4682-b461-1d3ca04fc1fd,5,Modern again eye act.,,,,,
REVIEW,fc454c99-50bb-4b7d-bd5d-b50037af5dde,772cc327-74cb-451e-9965-d6d294183b6e,cd03bbc9-acdd-41e0-9429-6166c9806019,8,Tv old he everybody protect color.,,,,,
ROOM,006ab51f-5cd3-4afe-8fc7-ecdf7240087d,5b7d5225-7f7f-4380-99b4-519e69c49842,360.81,False,suite,3,,,,
REVIEW,a3345060-ce25-41ee-a591-cb0f6d59f5aa,09353088-ef0b-4efe-b93f-094ac94c61b8,c9dd1d8b-69f1-4a8b-9b55-d08b8c08a1fc,1,Recognize line test call energy five nice present.,,,,,
REVIEW,26641501-d055-4f71-8e67-6d52ac2cfb5b,136d03f6-720d-4626-b719-fe491c36fc51,35cae9fe-77b4-4aa1-8fb9-0dba4d0b5206,6,Paper admit describe.,,,,,
REVIEW,39ec315e-31e9-4a10-be28-c3aefd586df9,696bfc9b-b7eb-48a9-9676-18612d899369,006d3f02-1a77-4f26-8f86-109cd7e5eef9,9,Concern usually direction approach both.,,,,,
REVIEW,b5ca3b1a-0ecc-46c6-98f0-ea453a0d7c78,47db2537-24c3-4e1c-9173-6325112b5cee,89f66344-959e-4bcb-a2c8-d535abb11ca1,2,Almost answer ever former various their role.,,,,,
ROOM,92389522-f839-4320-8c23-2cc2d688e381,8a09661b-713d-43a5-b710-6184a49a7309,426.58,True,standard,False,,,,
ROOM,25a7523a-4c6a-4387-a803-472e0ddb396f,5b7d5225-7f7f-4380-99b4-519e69c49842,246.59,True,standard,True,,,,
REVIEW,72dd967f-fd05-4267-9b30-b2ac7f50a93e,04bdca57-fa46-4677-99ae-25ebc598ee61,65cf96fe-8bf1-4d27-85d9-723466d96e4e,1,So to own although picture power feeling.,,,,,
ROOM,c28005f4-b74a-493a-ac3a-89ea1add0292,721e2ea2-46b6-4b05-92c1-7b53e2d55b3a,379.15,True,standard,True,,,,
REVIEW,6852f0bb-a45c-4b50-95cc-c35c5c49ba8e,850ffbb1-84a3-4b97-8509-ce449f3f5601,23b51970-44ff-460f-a146-921d2674399b,9,Actually allow local race push eye.,,,,,
ROOM,81a5c114-fbe3-419b-b336-799ae894102c,850ffbb1-84a3-4b97-8509-ce449f3f5601,413.28,False,suite,4,,,,
ROOM,932b459c-5a62-4bda-a7f3-567bf3cb89cf,2dbb84c3-2c22-4ec2-bb1b-8db757356f78,463.89,True,suite,2,,,,
REVIEW,70d92ef8-cf76-4845-8e46-24db63190d27,55eb494b-b7b4-4933-8928-83b3b8e0a530,0f174b86-67fb-47db-a319-52335bff6318,10,Player approach the explain.,,,,,
REVIEW,d0c9cc48-9180-4197-9156-fb74ddc6dc8b,8af3a8fe-5366-4e32-817d-5d9f93670bc6,cd03bbc9-acdd-41e0-9429-6166c9806019,4,Spend fly city through.,,,,,
ROOM,58bfc52d-3083-4943-b5a6-79da75d90642,823b2afa-127d-4c5e-b666-3c5ab8642aa6,449.99,False,standard,True,,,,
REVIEW,b328d81e-c619-4b19-8b7c-66da4f48e3c4,d4f9c25c-e75b-4931-b5c3-2401a6fe542f,0a6b4308-e251-4240-ba0c-9148de3c05d7,8,Rich these office top Republican performance you live.,,,,,
REVIEW,31153081-2c6c-4a03-85ad-a6b1e74bbac8,d75b3055-c06c-4229-b9f4-ad66c41a6871,3cc25cb0-0b88-47fb-bb96-9269ad6187a3,9,Win town red kitchen that pattern.,,,,,
ROOM,602d5fe1-4945-499c-8dbb-c703b34ee561,dc8bb15a-89c7-4c86-8d50-347366cb94ec,449.22,False,suite,1,,,,
REVIEW,f9d28068-505a-4917-97fd-2c0f9bb6eac7,8af3a8fe-5366-4e32-817d-5d9f93670bc6,3577b3d6-24e0-4766-ba87-0b1d7eb057ef,1,Television particular difference recently.,,,,,
ROOM,6ec79974-5e63-4062-8cc7-48bb13487ed9,e8479b52-9193-45e3-98cf-cb770b7d7d0a,246.64,True,standard,False,,,,
ROOM,01eae588-e5c4-41de-b10b-8fc8d696a24c,04bdca57-fa46-4677-99ae-25ebc598ee61,336.38,False,standard,True,,,,
REVIEW,fdaac986-3371-4997-9d88-69c704f6666d,30cb220e-160f-4140-b176-21438bfa7c6b,a2e4b90a-1350-4000-a31f-dfe3cd40dffd,6,National Mr lay you his.,,,,,
ROOM,19892e22-4d14-4842-bda3-ad06e481209d,d4f9c25c-e75b-4931-b5c3-2401a6fe542f,498.81,True,standard,True,,,,
ROOM,c71fc426-7aa3-4eff-a0f7-2479f72cbdca,76879929-9502-4f66-ba64-399162f18b62,473.73,False,standard,True,,,,
REVIEW,04a62c1e-3591-4beb-8646-c423f510c7e4,dc8bb15a-89c7-4c86-8d50-347366cb94ec,aa7bf193-da63-49dc-a068-b8a2f6a82ab9,6,Challenge hour write car.,,,,,
ROOM,fe594152-5499-4294-b117-8151afa60f41,d75b3055-c06c-4229-b9f4-ad66c41a6871,65.3,True,standard,True,,,,
REVIEW,22bf42f0-831e-47c6-90b9-ed79b1805cff,2dbb84c3-2c22-4ec2-bb1b-8db757356f78,8e63275d-1631-4125-b086-d6a246cb12a1,6,Difference describe require new live.,,,,,
ROOM,d5acb871-dbd4-4d85-8c2b-375282ab45ab,2d46d26e-7db1-46e3-93e9-c933d93ee6db,170.38,True,suite,4,,,,
